Serial,Customer No,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,Profession,Salary,post_21_july_unit,post_21_august_unit,post_21_sep_unit,post_21_oct_unit,post_21_nov_unit,post_21_dec_unit,post_22_jan_unit,post_22_feb_unit,post_22_mar_unit,post_22_april_unit,post_22_may_unit,post_22_june_unit,pre_22_apr_unit,pre_22_may_unit,pre_22_june_unit,pre_22_july_unit,pre_22_aug_unit,pre_22_sep_unit,pre_22_oct_unit,pre_22_nov_unit,pre_22_dec_unit,pre_23_jan_unit,pre_23_feb_unit,pre_23_mar_unit,pre_23_apr_unit,pre_23_may_unit,pre_23_june_unit,pre_23_jul_unit,pre_23_aug_unit,pre_23_sep_unit,pre_23_oct_unit,pre_23_nov_unit,pre_23_dec_unit,,
487,17795631,3,3,4,11,1,0,1,0,0,1,1,0,,,161,152,178,151,112,80,67,61,108,127,79,,,,252.22,231.26,245.88,202.22,186.92,190.61,227.81,153.13,188.3,354.49,382.66,365.77,485.86,587.3,522.93,601.64,514.42,484.07,325.64,,
488,17814150,2,3,3,4,1,0,0,0,0,1,0,0,,,53,51,113,65,77,35,110,16,109.66,109.56,112.83,,70.34,222.64,179.18,199.8,202.87,90.12,99.37,64.8,51.75,46.36,39.01,81.09,197.42,134.84,120.76,164.68,57.04,89.6,84.26,42.95,35.37,,
491,17802049,3,4,3,8,1,0,0,0,0,1,0,0,,,245,246,235,251,240,213,143,153,228,269,255,12,,,247.32,214.62,238.37,239.58,230.01,230.97,200.26,173.21,192.48,250.9,261.69,259.31,258.29,273.77,266.95,279.04,255.02,230.22,194.58,,
492,17837094,4,4,4,11,1,0,0,1,0,1,0,0,,,719,420,480,439,366,255,305,289,361,435,450,346,,,144.19,487.52,434.3,424.17,403.18,327.21,295.69,301.43,280.77,388.61,507.89,457.14,569.13,575.43,510.77,498.54,483.87,369.78,350.31,,
493,17828061,2,3,2,11,1,0,0,0,0,1,0,0,,,277,323,311,271,145,40,20,25,37,96,96,6,,,92.32,63.22,55.69,47.68,48.42,62.65,43.74,36.41,55.62,87.79,105.32,84.15,83.7,96.09,93.67,99.44,106.3,83.85,45.82,,
497,17805630,3,4,2,6,1,0,0,0,0,1,0,0,,,457,402,434,399,287,100,140,179,309,427,416,331,,,346.61,492.98,348.92,342.46,316.73,239.88,184.84,210.85,167.28,258.34,351.65,389.45,403.14,336.25,314.08,303.5,325.21,248.63,174.39,,
500,17833956,3,3,2,7,1,0,0,0,0,1,0,0,,,9,144,142,166,116,86,84,71,135,94,19.76,,,253.36,136.77,151.72,151.11,149.99,128.65,127.64,70.87,76.07,61.4,122.7,121.89,149.32,221.38,236.55,191.19,191.03,152.81,155.22,96.47,,
503,17801924,2,3,1,8,1,0,0,0,0,1,0,0,,,384,283,562,387,129,296,315,265,433,591,470,28,,70.4,448.07,543.19,558.68,573.02,450.47,473.38,324.57,303.61,275.63,394.63,418.04,450.12,596.89,525.7,597.96,672.7,494.9,345.83,260.96,,
504,17802246,2,2,4,10,1,0,0,0,0,1,0,0,,,207,203,218,213,133,99,79,82,166,143,279.31,,,292.42,199.75,223.59,197.21,227.83,212.44,157.83,141.57,153.29,132.28,218.06,315.16,327.43,390.47,346.06,333.23,345.42,288.65,182.65,108.47,,
507,17805397,2,3,3,9,1,0,0,0,0,1,0,0,,,175,226,321,259,213,155,143,140,276,280,207,81,,,217.59,264.67,286,291.16,231.32,204.49,202.73,154.36,95.19,225.4,208.2,227.44,242.26,228,244.78,259.17,254.18,198.47,100.41,,
508,17823221,4,2,4,11,1,0,1,0,0,1,0,0,,,638,669,684,656,411,298,286,279,463,613,657,,,,872.29,727.45,753.23,656.29,628.2,407.56,308.74,309.37,310.54,476.22,597.07,687.72,763.5,789.69,589.69,622.15,554.37,384.95,300.02,,
509,17833301,1,3,3,8,1,0,0,0,0,1,0,0,,,206,189,234,210,133,93,118,107,160,126.24,148.65,,187.3,209.65,228.32,224.58,212.02,199.79,173.94,151.85,167,129.3,131.7,191.53,194.74,246.11,273.66,311.44,382.3,415.18,516.54,315.97,258.81,,
511,17818825,1,4,3,7,1,0,0,0,0,1,0,0,,,158,190,170,168,134,75,71,70,126,160,115,,,48.92,128.22,148.05,131.72,129.73,92.96,111.46,55.34,59.87,69.6,111.75,145.67,128.59,138.85,105.1,152.55,165.43,142.51,125.84,75.64,,
515,17809807,2,3,3,8,1,0,0,0,0,1,0,0,,,198,200,199,192,214,177,170,180,187,186,207,,,,193.64,216.6,292.78,273.07,263.11,239.99,242.06,265.34,243.25,312.1,349.17,380.32,465.5,362.83,314.81,354.46,279.76,216.8,157.97,,
517,17799365,2,4,3,9,1,0,1,0,0,1,0,0,,,413,223,267,275,208,126,85,69,116,299,459,316,,,195.38,358.43,514.91,460.46,380.03,190.9,156.5,129.21,143.69,236.92,476.86,466.12,575.52,514.19,539.7,606.64,432.47,188.58,149.31,,
518,17808321,2,3,3,9,1,0,0,0,0,1,0,0,,,541,417,552,453,242,136,163,199,322,424,325,,,,633.26,537.72,541.41,510.12,342.4,293.52,232.83,241.89,205.83,283.16,397.68,513.29,572.16,571.24,517,535.46,457.58,366.42,237.24,,
520,17827665,4,4,5,9,2,1,1,1,1,1,1,1,,,729,741,877,774,479,311,428,354,546,547,497,,,228.61,754.76,800.5,871.14,932.2,536.05,567.71,401.57,396.94,396.86,629.41,946.3,855.67,839.58,991.58,971.5,890.91,848.22,748.08,438.32,,
521,17834210,2,3,4,8,1,0,0,0,0,1,0,0,,,105,150,298,409,293,257,338,255,455,376,312,166,,,179.96,288.22,383.55,355.01,265.4,234.6,150.92,223.13,201.41,215.98,233.09,336.21,378.09,350.43,379.26,496.66,341.81,238.76,124.51,,
522,17809402,3,4,3,6,1,0,0,0,0,1,0,0,,,228,198,203,199,155,107,124,100,181,232,186,,,,263.21,234.43,220.42,203.83,190.34,165.76,119.15,94.47,126.98,176.73,194.14,202.3,209.83,229.92,236.7,209.4,212.96,201.99,142.04,,
523,17805838,2,3,3,6,1,,0,0,0,,0,0,,,48,99,110,120,73,46,31,40,59,72,80,23,,,167,119.75,71.77,53.41,61.8,53.87,15.17,12.86,11,51.22,76.99,87.56,126.6,100.02,89.13,83.3,168.49,143.01,68.32,,
525,17795983,2,43,3,8,1,0,0,0,0,1,0,0,,,793,755,706,713,541,356,384,422,564,625,840,207,,,520.24,744.31,316.77,290.05,291.82,242.68,195.15,178.68,198.01,278.17,311.54,324.65,304.75,315.15,222.04,326.03,397.72,397.4,431,,
526,17822715,2,2,4,4,0,,,,,0,0,0,,,431,392,493,458,425,393,367,350,438,517,125,0,,,332.17,500.65,175.05,50.73,48.32,44.96,17.56,19.77,28,47.84,35.36,89.31,86.37,92.36,96.36,74.22,84.08,74.76,29.41,,
527,17791291,2,3,3,8,1,0,0,0,0,1,0,0,,,348,350,339,261,256,177,177,151,372,371,381,,,143.08,484.22,477.17,446.22,400.48,371.09,294.74,178.85,107.64,129.59,304.59,342.59,392.99,393.81,368.47,73.84,148.5,166.27,127.11,92.11,,
528,17810016,3,3,3,7,1,0,0,0,0,2,0,0,,,70,69,81,65,42,38,53,59,150,194,267,140,,,64.58,223.61,275.65,212.5,85.51,76.19,55.41,65.81,58.96,78.66,107.19,107.26,131.47,133.72,118.92,109.83,101.78,91.42,49.34,,
529,17825673,2,3,3,8,1,0,0,0,0,1,0,0,,,262,296,293,276,273,229,352,331,340,277,244,,,,358.29,275.52,201.6,211.94,217.52,266.6,283.37,366.33,289.43,259.35,210.51,326.06,1229.34,1131.09,397.72,327.53,277.32,354.17,313.79,,
530,17817757,2,4,3,12,1,0,0,0,0,2,0,0,,,204,233,269,281,201,132,128,119,180,248,250,140,,,458,356.01,307.47,241.19,249.72,204.78,139.68,126.24,148.65,207.96,296.66,58.21,100.02,89.13,83.3,38.37,324.52,282.5,288.69,,
532,17835454,2,3,4,12,1,0,0,0,0,1,1,0,,,262,236,254,312,234,254,277,246,235,353,258,,,,529.44,435.03,412.68,416.17,320.53,153.85,228.67,244.68,217.59,276.2,436.46,379.7,429.36,540.65,595.48,659.74,461.89,320.6,221.17,,
533,17812563,3,2,4,5,1,0,0,0,0,1,1,0,,,306,326,357,407,198,148,127,139,207,316,389,372,,,204,233,269,238.86,390.09,208.75,170.64,178.83,162.04,292.6,583.53,436.55,516.57,506.47,438.22,478.36,384.57,269.15,203.79,,
534,17817935,4,2,4,6,1,0,0,0,0,1,0,0,,,183,605,615,525,306,269,305,295,477,579,779,353,,,1302,1103.32,916.2,720.52,658.4,264.53,294.74,303.94,327.99,408.19,958.16,925.39,968.84,915.83,749.27,670.58,639.2,336.57,315.64,,
536,17818691,3,2,3,6,1,0,0,0,0,1,0,0,,,21,11,8,118,71,15,23,26,137,121,71,,,49.69,151.85,14.29,138.31,357.21,336.14,263.3,172.89,170.53,202.3,306.53,447.47,427.65,466.99,435.22,370.28,382.1,384.07,255.2,172.39,,
537,17820969,2,3,4,6,1,0,0,0,1,1,0,0,,,217,84,48.78,52.05,172,154,172,224,266,307,211,,,,452.73,141.65,103.25,127.13,170.95,27.53,31.69,39.22,24.52,90.76,43.4,120.17,350.92,353.94,294.16,175.26,134.5,56.85,24.21,,
538,17793258,2,4,4,5,1,0,0,0,1,1,1,0,,,259,154,129,148,134,72,76,72,139,92,51,0,,13.54,115.32,62.29,142.09,151.98,136.19,77.55,60.8,48.78,52.05,107.73,88.16,129.97,157.91,127.03,128.68,300.22,270.47,236.42,169.56,,
539,17839001,3,2,3,8,1,0,0,0,1,1,1,0,,,150.92,223.13,201.41,9,156,282,252,242,295,309,290,610,,,111.87,751.26,910.01,664.71,636.13,407.62,322.27,403.81,337.15,477.74,755.13,636.78,922.95,793.19,622.18,778.71,626.37,457.65,328.8,,
541,17837910,3,2,4,9,1,0,0,0,0,,0,0,,,411,281,326,283,231,175,371,239,262,281,239,70,,,238.63,368.89,342.7,284.25,246.42,209.53,213.21,273.23,223.27,262.36,304.32,299.47,315.55,331.61,321.01,392.01,328.48,261.54,241.47,,
543,17830078,3,3,4,10,1,0,0,0,0,1,1,0,,,504,459,473,479,333,238,241,219,323,454,338,0,,116.11,455.93,488.18,489.37,466.79,432.11,324.68,274.09,262.39,226.52,390.99,580.19,586.18,493.89,512.73,463.93,469.61,463.78,207.17,221.1,,
544,17801061,2,3,2,4,0,0,0,0,0,0,0,0,,,203,201,270,304,224,121,72,23,34,38,31,,,22.84,52,43.75,41.91,45.17,39.74,28.68,15.87,12.03,12.5,28.45,28.67,38.11,26.05,27.41,19.98,27.65,37.91,47.08,24.51,,
546,17818543,2,3,2,4,0,0,0,0,0,0,0,0,,,28,87,121,121,89,68,79,54,68,76,91,4,,,67.43,57.31,72.65,68.9,65.38,56.89,36.03,32.28,24.82,26.01,20.66,34.82,48.41,38.29,54.69,40.73,55.35,98.79,85.3,,
547,17816566,3,2,3,,1,0,0,0,0,1,0,0,,,282,285,308,402,261,176,174,177,283,538,457,,,190.82,330.79,402.53,409.9,359.8,366.23,213.04,151.49,142.26,139.31,206.29,407.84,311.46,294.74,303.94,327.99,408.19,958.16,925.39,968.84,,
548,17798013,3,3,3,7,1,0,0,0,0,1,0,0,,,101,116,9,52,43,26,26,35,100,164,80,,,60.26,206.52,140.15,214.74,207.92,175.58,163.77,105.13,76.7,106.52,185.79,151.96,224.53,215.37,215.37,219.36,230.09,181.86,153.59,114.11,,
549,17824162,2,3,4,6,1,0,0,0,0,1,0,0,,,90,134,145,142,91,73,67,67,55,147,150,4,,,137.03,149.91,142.26,189.82,176.92,148.36,142.04,137.98,126.82,161.99,196.92,198.07,190.21,197.82,187.66,190.8,199.04,157.47,149.49,,
551,17837107,2,3,4,8,1,0,0,0,0,1,0,0,,,394,352,368,394,230,148,130,183,182,247,281,301,,,112.7,243.76,311.05,327.8,224.01,173.14,103.16,107.22,109.58,178.26,311.07,239.75,350.48,259.23,343.64,364.91,241.54,149.07,102.23,,
552,17811014,3,2,2,8,1,0,0,0,0,1,0,0,,,564,457,570,581,403,222,258,235,414,404,214,,,326.5,480.86,593.79,510.8,393.69,454.99,254.9,12.56,2.53,42.04,119.64,219.73,196.06,201.49,212.27,180.08,164.61,116.92,102.29,100.19,,
554,17797369,5,5,6,8,2,1,1,2,1,1,0,1,,,720,672,867,748,484,165,455,443,436,364,896,429,,,871.14,932.2,536.05,684.6,604.45,481.07,370.38,309.21,346.48,642.32,1094.15,958.96,888.76,973.9,894.68,936.67,926.57,765.32,520.49,,
555,17805467,3,4,2,5,1,0,0,0,0,1,0,0,,,268,370,369,376,278,169,134,126,296,369,307,129,,,244.16,326.04,360.69,323.67,270.47,256.4,164.69,130.46,149.82,270.54,270.63,321.28,311.23,279.14,297.61,325.26,316.88,271.47,191.37,,
558,17823111,3,4,4,8,1,0,0,0,0,1,1,0,,,378,384,448,448,306,189,198,198,367,441,633,217,,,283.65,634.4,620,556.5,460.9,287.28,281.3,224.84,227.2,337.06,613.75,490.03,561.13,524.58,494.1,504.56,443.35,305.96,246.11,,
559,17816532,4,2,3,11,1,0,0,0,0,1,0,0,,,603,622,615,640,490,520,512,399,544,830,825,,,331.19,1191.9,1227.45,855.83,753.36,664.9,581.76,293,296.46,316.29,548.78,731.02,240.53,124.19,162,504.86,672.2,564.96,452.26,411.33,,
560,17808828,2,3,3,6,1,0,0,0,0,1,0,0,,,188,172,172,100,61,40,58,62,101,114,178,,,102.12,225.77,71.37,308.49,254.77,151.25,53.3,60.59,53.76,50.84,60.61,282.81,178.19,234.48,174.27,137.75,183.65,125.67,82.27,89.97,,
561,17793826,2,3,2,8,1,0,0,0,0,1,0,0,,,405,314,231,27,59,51,52,56,84,108,109,,21.67,110.17,114.84,26.36,18.62,116.23,109.85,96.67,96.13,91.91,99.2,113.94,146.37,136.55,133.2,136.73,139.76,130.35,133.8,120.52,107.21,,
562,17834009,2,4,4,9,1,0,0,0,0,,0,0,,,26,175,144,179,128,104,80,72,104,179,132,,,589.12,273.61,248.36,460.03,371.29,265.74,124.6,89.02,60.52,68.93,281.16,472.14,496.65,418.68,437.86,489.44,472.38,344.87,293.62,91.33,,
564,17815638,2,4,3,8,1,0,0,0,0,1,0,0,,,208,190,196,211,145,98,63,68,149,210,181,6,,,260.72,213.87,250.36,235.57,242.67,200.1,169.71,121.02,127.11,201.12,197.95,220.72,221.74,234.73,272.35,266.74,235.99,198.28,161.56,,
565,17808029,4,4,4,10,1,0,0,0,0,1,1,0,,,317,289,288,294,201,159,152,150,229,246,9,,,350.31,281.94,357.47,348.17,352.03,171.73,163.15,541.18,154.69,156.9,223.77,305.04,327.61,336.09,363.24,334.17,346.08,322.37,229.41,186.96,,
567,17825866,3,2,3,8,1,0,0,0,0,1,0,0,,,231,75,452,441,134,70,17,55,265,364,255,,,,477.66,360.71,453.82,453.01,378.4,322.66,241.35,236.98,284.73,387.41,339.33,482.74,433.16,377.46,465.8,454,363.96,370.68,243.31,,
568,17798032,3,3,3,7,1,0,0,0,0,1,0,0,,,135,177,162,186,111,80,68,61,134,152,119,,,39.96,132.7,156.09,155.56,163.23,143.24,133.89,76.52,56.47,73.38,145.97,131.35,181.42,196.24,187.6,210.7,226.26,224.26,164.54,100.98,,
569,17832695,4,4,4,8,1,0,0,0,0,1,0,0,,,345,367,365,294,234,173,142,131,262,253,380,0,,,331.05,352.34,357.5,382.31,317.09,286.46,318.02,312.37,290.97,334.24,537.55,434.27,492.01,484.17,384.83,534.22,469.62,346.55,294.04,,
572,17832623,3,2,,8,1,0,0,0,0,1,0,0,,,373,420,364,306,282,260,291,283,306,429,440,0,,,363.84,352.98,324.67,315.41,284.67,261.01,284.02,265.69,233.59,292.01,386.66,453.54,525.89,388.81,345.2,319.85,313.98,279.85,265.91,,
573,17790554,3,3,,8,1,0,0,0,0,1,0,0,,,508,527,476,436,431,369,385,386,317,476,280,,,,249.02,973.98,545.11,469.73,435.57,317.83,286.05,694.25,519.33,330.1,524.76,528.16,659.7,603.47,534.29,465.18,417.97,361,359.41,,
574,17796943,5,4,6,9,2,1,3,1,1,2,2,1,,,124,174,368,431,231,192,184,151,290,308,249,162,,,457,609.74,349.93,374.45,352.27,270.26,264.92,139.51,353.98,555.55,585.38,859.77,811.74,803.95,889.82,1008.47,647.95,518.3,318.97,,
575,17817634,4,4,4,8,1,0,0,0,0,1,0,0,,,223,304,304,280,154,104,113,86,223,337,443,216,,,123,361.2,415.53,380.68,265.76,220.88,131.76,135.94,132.51,244.59,369.58,469.04,445.76,533.92,405.31,511.62,372.05,188.37,121.46,,
580,17827684,2,4,4,13,1,0,0,0,0,1,0,1,,,320,256,609,581,299,203,241,259,489,546,321,,,186.65,588.05,571.13,686.22,444.03,438.45,342.17,298.89,247.21,271.29,378.38,390.29,558.79,519.87,533.03,605.61,679.87,571.53,370.33,319.15,,
581,17816994,3,2,3,8,1,0,0,0,0,1,1,0,,,423,472,624,556,265,225,287,275,234,297,390.29,,,653.37,713.25,780.21,717.24,496.62,317.53,162.12,193.58,239.2,194.87,151.48,626.95,661.38,846.45,757.11,590.9,685.13,465.44,143.29,209.65,,
582,17805700,2,2,2,4,1,0,0,0,0,1,0,0,,,41,40,56,63,53,35,36,31,51,77,54,,,26.4,158.03,166.87,153.57,155.66,90.21,60.96,58.97,55.8,69.12,91.13,93.66,107.03,113.63,113.33,101.8,111.45,107.64,98.54,79.57,,
583,17832784,3,3,3,13,1,0,0,0,0,1,0,0,,,302,317,332,333,231,183,184,198,251,95,105.81,,208.51,339.07,322.84,395.31,326.46,194.31,197.65,164.98,180,159.05,159.48,178.59,200.6,204.27,252.68,236.81,194.83,207.69,208.43,192.6,236.76,,
585,17825103,3,3,3,8,1,0,0,0,0,1,1,0,,,37,33,159,170,60,47,58,61,127,162,136,63,,,173.39,340.11,158.27,261.62,215.52,230.26,156.45,105.81,136.7,159.69,197.44,214.33,176.37,179.4,224.85,253.44,224.96,203.23,137.05,,
587,17789724,3,3,3,6,1,0,0,0,0,1,0,0,,,273,274,244,272,216,160,174,154,244,258,153,,,86.13,294.14,298.85,316.18,268.09,239.39,192.21,155.84,149.8,157.99,220.57,328.15,267.83,338.2,327.71,291.63,328.24,283.66,206.53,167.59,,
588,17825476,3,4,4,8,1,0,0,0,0,1,0,0,,,159,167,244,217,218,198,204,202,203,158,121,,,,318.8,214.69,244.09,232.03,219.42,253.22,247.88,249.34,207.98,221.21,183.97,221.47,239.61,209.23,257.5,252.57,252.77,224.96,246.37,,
591,17819768,1,4,4,5,1,0,0,0,0,1,0,0,,,74,149,269,261,227,154,116,122,245,225,236,159,,,130.49,235.54,324.86,326.32,270.6,238.18,174.67,112.22,173.39,233.83,180.01,276.11,317.94,297.07,313.84,348.48,296.28,233.52,164.99,,
592,17839419,2,3,3,8,1,0,0,0,0,1,0,1,,,333,212,555,844,520,142,72,67,68,80,105,60,,,297.07,143.47,116.63,117.62,107.1,93.32,95.7,102.04,102.42,150.86,308.23,241.44,292.99,219.69,228.29,261.91,239.53,223.91,167.67,,
593,17836043,4,4,4,12,1,1,2,2,1,2,1,0,,,1013,1248,1092,1243,629,484,457,438,720,1223,1015,,,469.88,1243.61,1466.17,1483.05,1146.72,1096.15,584.97,490.39,541.56,421.39,766.88,1640.59,1473.54,1758.07,1608.59,1321.65,1581.01,1380.35,772.22,498.05,,
594,17811828,4,4,3,9,1,1,0,0,0,1,1,0,,,203,254,249,234,194,127,123,125,200,211,86,,,171.5,229.49,219.57,251.17,379.33,294.65,388.85,404.52,426.05,366.71,518.5,559.56,571.75,625.57,663.42,585.33,638.58,581.53,504.4,414.56,,
595,17820988,3,3,4,9,1,0,0,0,0,1,0,0,,,372,388,418,387,253,152,160,168,255,381,256,,,,604.5,327.24,456.43,364.39,315.48,256.65,205.07,181.27,181.54,247.69,377.82,395.72,469.86,482.1,452.37,469.24,334.48,230.87,212.56,,
596,17789885,3,4,3,9,1,0,0,2,0,1,0,0,,,209,218,355,307,225,128,171,211,228,208,143,,,88.23,257.12,236.44,234.46,220.92,156.59,206.1,216.98,228.18,193.18,208.92,250.43,218.47,243.15,221.39,242.71,235.8,229.14,199.78,253.4,,
597,17825974,4,4,5,12,1,1,1,0,1,2,0,1,,,614,632,556,612,389,223,185,272,669,660,18,,,,319.05,278.5,254.1,247.27,249.86,265.47,277.84,205.7,224.99,339.73,635.19,633.15,624.39,647.23,668.81,1324.28,630.39,470.67,270.42,,
598,17803390,3,2,3,8,1,0,0,0,0,1,0,0,,,319,343,308,226,209,268,331,307,272,235,112,,,148.01,224.34,228.29,230.77,227.79,214.47,231.04,319.89,309.83,236.41,179.4,224.85,253.44,224.96,134.88,578.45,528.57,730.29,475.41,362.58,,
599,17826391,3,3,3,6,1,0,0,0,0,1,0,0,,,142,155,163,171,151,158,169,143,140,126,347,,,,157.95,328.88,295.21,244.08,178.84,173.76,181.34,201.9,175.39,165.39,286.32,235.33,227.49,201.86,269.15,227.14,201.11,147.48,151.63,,
600,17825071,2,4,4,10,1,0,0,0,0,1,0,0,,,189,239,233,209,165,133,113,90,118,197,188,78,,,264.64,488.28,230.17,208.7,144.86,140.13,89.3,73.43,94.42,172.68,150.09,128.65,167.6,237.46,171.07,121.45,139.08,94.99,65.69,,
601,17809722,2,4,4,5,1,0,0,0,0,1,0,0,,,247,65,139,162,94,75,93,105,209.99,156.88,60.69,,50.69,225.63,184.75,177.53,363.32,161.15,139.39,122.3,84.3,85.12,106.4,119.65,357.46,119.25,120.29,122.41,131.49,195.86,98.52,82.12,110.11,,
602,17800818,2,3,3,10,1,0,0,0,0,1,1,0,,,243,227,279,266,359,231,239,216,273,351,348,102,,,262.28,224.84,597.56,456.79,333.33,268.32,160.59,111.77,64.3,497.49,335.44,495.81,331.01,388.41,274.47,305.02,418.97,445.96,242.94,,
608,17815500,3,4,3,4,1,,,,,1,1,,,,186,229,224,251,183,110,109,169,183,302,271,9,,,262.5,266.35,256.67,242.29,208.96,192.56,152.9,116.53,164.72,224.45,264.64,242.09,262.68,291.76,306.12,244.19,220.39,210.51,137.82,,
613,17796381,3,4,3,4,2,1,1,,,1,1,,,,159,244,316,205,360,173,206,110,299,372,360,61,,,463.39,488.11,352.52,389.43,272.16,281.85,297.6,304.77,234.57,259.76,347.34,415.26,525.92,491.83,396.65,414.49,326.16,287.75,214.18,,
614,17791069,6,7,6,7,3,0,1,2,1,2,2,,,,535,637,585,482,297,119,158,170,371,540,525,454,,,225.48,634.28,762.58,671.77,426.23,324.91,212.71,190.57,232.13,353.48,611.23,624.39,807.48,672.77,705.24,736.92,493.37,346.15,175.85,,
615,17805191,3,4,3,3,2,1,1,0,1,1,2,,,,310,274,343,317,275,228,252,198,259,301,383,202,,,154.11,326.88,246.87,279.11,259.76,258.21,178.26,270.8,263.88,330.87,292.71,296.7,274.41,249.82,283.05,284.74,369.17,301.23,164.2,,
618,17810478,2,3,3,2,1,,,,,1,1,,,,174,152,205,217,149,97,85,84,55,57.1,71.3,,191.12,194.04,231.15,184.03,214.11,193.97,167.43,120,70.35,58.99,58.86,123.13,129.25,154.11,166.81,190.41,183.66,175.34,187.14,120.11,61.5,,
619,17787446,4,4,4,4,2,0,2,0,1,1,1,,,,282,298,430,425,402,336,178,135,190,221,247,31,,,223.95,240.28,222.14,225.43,221.77,198.73,144.49,119.93,113.47,175.17,227.39,236.74,234.12,245.96,235.68,234.16,217.83,182.74,142.58,,
620,17819965,5,6,5,6,2,0,3,2,1,2,1,,,,631,563,633,703,557,453,408,349,567,706,630,536,,,191.71,634.3,554.48,594.66,577.26,524.75,408.36,297.07,377.25,595.17,599.79,684.8,703.17,693.88,717.05,687.68,680.43,482.69,440.08,,
621,17821901,3,4,3,4,2,0,3,,,1,1,,,,185,198,312,293,168,89,77,84,211,283,230,,,58.19,259.82,244.2,254.84,291.62,279.23,108.2,82.59,146.36,148.2,219.4,249.46,284.39,285.18,219.33,228.59,228.98,245.74,176.57,140.74,,
625,17834032,2,3,2,2,1,,,,,1,1,,,,198,152,141,183,117,78,91,85,138,118,182.25,,,203.74,204.79,155.67,182.5,186.86,140.67,134.53,106.54,72.35,83.82,129,123.25,140.02,120.05,155.11,165.56,133.62,149.28,122.7,81.15,,
626,17798210,6,6,7,7,3,1,1,2,1,2,1,,,,574,553,601,694,448,306,286,265,523,633,102.84,,,1252.72,670.54,1397.51,827.37,798.67,685.14,443.19,349.1,327.09,287.12,477.65,897.12,710.75,957.46,925.54,648.57,653.89,616.92,413.77,330.79,,
627,17834297,4,5,4,6,2,1,0,1,1,1,2,,,,355,364,387,280,176,122,159,129,310,265,404,65,,,117.63,153.42,383.23,348.64,304.52,228.37,225.94,261.19,190.34,273.12,412.45,343.58,387.95,412.23,395.04,429.47,403.92,347.18,368.43,,
628,17792052,2,3,3,3,1,,,,,1,1,,,,153,180,218,198,159,118,126,138,150,159,192,109,,,26.73,192.93,254.39,243.04,234.2,203.85,132.3,81.06,79.12,168.41,150.77,210.36,197.6,191.73,195.8,219.12,209.99,156.88,60.69,,
629,17835172,3,3,4,4,1,0,3,,,1,1,,,,60.41,150,457,448,312,280,332,308,382,480,540,,,,106,229.49,318.46,526.49,207.3,426.9,320.02,319.57,276.32,367.56,421.88,471.84,629.21,501.12,429.1,452.42,430.57,296.29,277.48,,
632,17834403,2,3,2,4,1,,,,,1,1,,,,161,178,206,131,203,127,202,145,168,171,127.55,,163.23,239.59,238.02,233.07,265.69,281.2,217.77,191.1,177.57,147.09,151.75,202.56,280.49,276.14,292.35,228.12,211.29,219.52,234.19,214.63,159.77,,
633,17793385,2,2,3,3,1,,,,,1,,,,,120,112,117,79,86,69,70,62,99,103,129,18,,,58.22,101.02,103.11,105.81,103.44,67.39,94.17,57.1,71.3,103.99,120.09,115.01,101.54,110.65,102.33,134.9,140.4,139.02,91.9,,
635,17795589,3,3,3,4,2,0,2,1,1,2,2,,,,286,322,354,351,109,80,81,92,179,220,102,,,,354.02,235.98,265.97,263.4,236.2,221.96,127.47,109.09,156.43,233.53,234.11,247.05,252.42,264.78,273.51,286.89,279.22,216,145.78,,
637,17819734,1,2,1,3,,,,,,,,,,,17,46,68,68,45,37,44,35,46,51,24,,,49.96,77.49,56.78,82.59,77.12,60.41,58.59,44.74,21.7,32.12,35.81,54.01,68.14,85.41,83.32,51.49,73.49,107.56,80.68,51.08,,
638,17827773,3,4,3,5,2,0,3,,,1,1,,,,238,240,262,233,184,100,102,106,241,259,283,53,,,243.8,146.72,287.47,278.64,272.6,224.79,178.84,161.25,145.65,217.31,283.3,330.2,321.6,342.68,293.21,303.35,298.61,205.89,146.35,,
639,17831837,2,3,2,4,2,0,1,1,,1,1,,,,238,255,277,249,177,152,145,147,189,206,261,166,,,72.86,256.99,265.18,228.32,237.04,182.25,161.64,138.34,135.6,198.41,244.69,233.17,248.65,253.31,249.32,259.76,229.96,174.44,121.1,,
640,17818863,1,2,2,3,,,,,,1,,,,,83,91,116,99,161,61,61,52,98,103,48,,,94.33,159.24,127.55,232.09,157.63,142.8,102.84,86.05,61.32,71.23,96.86,188.1,212.93,247.46,224.58,189.53,238.86,135.75,96.43,72.31,,
641,17795561,1,2,1,3,,,,,,1,,,,,61,40,144,99,93,106,71,80,122,162,76,,,,241.81,137.34,155.22,152.11,159.23,126.5,85.65,61.46,69.19,116.98,117.11,207.83,222.61,186.29,162.26,212.56,178.46,127.66,88.45,,
644,17801055,3,4,3,4,2,0,2,,,1,1,,,,271,261,188,189,115,47,50,109,281,326,206,,,142.33,341.31,268.46,216.67,184.68,29.99,67.62,38.84,51.24,67.48,124.47,157.2,199.04,195.69,203.07,291.03,274.04,242.48,96.25,79.89,,
